iter	Logloss
252	0.2006952452
253	0.2005899016
254	0.2004666008
255	0.2003460263
256	0.2002766646
257	0.200207745
258	0.2000723112
259	0.1999959175
260	0.19986972
261	0.1997087681
262	0.1996299059
263	0.199537794
264	0.1994918913
265	0.1993543121
266	0.1993117091
267	0.1990718686
268	0.1990261007
269	0.1989292184
270	0.1988894722
271	0.1987373247
272	0.1986640357
273	0.1985471821
274	0.1984447037
275	0.1984018803
276	0.1981288304
277	0.1979157395
278	0.1978259887
279	0.1977812919
280	0.1975093222
281	0.1974809875
282	0.1973735167
283	0.1972095614
284	0.1971129219
285	0.1969770313
286	0.1968883343
287	0.1968311173
288	0.1967219813
289	0.1966034021
290	0.1965105839
291	0.1964641554
292	0.196341248
293	0.1961097759
294	0.196065074
295	0.1959143791
296	0.1958025494
297	0.1955020552
298	0.1953651825
299	0.1953290477
300	0.1952540107
301	0.1951160511
302	0.1950417643
303	0.1950081184
304	0.1948816362
305	0.1946889
306	0.1946326932
307	0.1945622245
308	0.1944815262
309	0.1943848612
310	0.1942704208
311	0.1941517397
312	0.1941045728
313	0.1940141984
314	0.1939037469
315	0.193795145
316	0.1936213011
317	0.1935261697
318	0.1934122639
319	0.1933555278
320	0.1932023001
321	0.1930924208
322	0.1930213943
323	0.1928975838
324	0.1927941723
325	0.1926717394
326	0.1925970395
327	0.1924927669
328	0.1923311213
329	0.1922308899
330	0.1920672578
331	0.1919689205
332	0.1918770622
333	0.191767507
334	0.1916661788
335	0.1915972707
336	0.191491748
337	0.1913653812
338	0.191269901
339	0.1910954546
340	0.1909502148
341	0.1907964878
342	0.1907262268
343	0.1906046278
344	0.1904766244
345	0.1903362599
346	0.1901609143
347	0.1900287275
348	0.1899100537
349	0.1897986024
350	0.1896619025
351	0.1895882786
352	0.189553261
353	0.1895217656
354	0.1892870126
355	0.1892094201
356	0.1890732938
357	0.1889918439
358	0.1889528325
359	0.1888612142
360	0.188696004
361	0.1885659129
362	0.1885166385
363	0.1884115823
364	0.188282927
365	0.1882021004
366	0.1881809409
367	0.1880440241
368	0.1880034998
369	0.1879918551
370	0.1878837867
371	0.1877527241
372	0.1876473811
373	0.1875002196
374	0.1874056939
375	0.1873497768
376	0.1872381871
377	0.1871575567
378	0.1870839682
379	0.1869868561
380	0.1869039499
381	0.1867933892
382	0.186764904
383	0.186644269
384	0.1865423688
385	0.1864228183
386	0.1863671662
387	0.1862683781
388	0.1861870309
389	0.186123935
390	0.1860361544
391	0.1859231095
392	0.1858716687
393	0.1857724208
394	0.1856540613
395	0.185579898
396	0.1854575186
397	0.1853847842
398	0.1852453754
399	0.1851489376
400	0.1851008945
401	0.1849842637
402	0.1849442747
403	0.1849106496
404	0.1848274736
405	0.1847044233
406	0.184607318
407	0.1845035233
408	0.1844373515
409	0.1843727139
410	0.1842701266
411	0.1841939075
412	0.1840841116
413	0.1840383376
414	0.1839931598
415	0.1839057194
416	0.1838103206
417	0.183739022
418	0.1836919791
419	0.1836443693
420	0.1835578746
421	0.1834920137
422	0.1834352326
423	0.1833926891
424	0.1832734769
425	0.1831663642
426	0.1831100265
427	0.1831005507
428	0.1830193182
429	0.1830036391
430	0.1828803158
431	0.1827928888
432	0.1827247034
433	0.1826597834
434	0.1825664207
435	0.1825127785
436	0.1824528386
437	0.1823495127
438	0.1822233267
439	0.1820648236
440	0.1819725497
441	0.1818882977
442	0.1818318435
443	0.1817068023
444	0.1815145392
445	0.1814738369
446	0.1813612167
447	0.1813290269
448	0.1812612994
449	0.1812402382
450	0.1811612895
451	0.1810940947
452	0.1810074673
453	0.1809718146
454	0.1809289829
455	0.1808636375
456	0.1808085598
457	0.1806751842
458	0.1806335925
459	0.1805427802
460	0.1804338548
461	0.1803427299
462	0.1802425126
463	0.1801486461
464	0.1800635159
465	0.1799948178
466	0.179910113
467	0.1798695152
468	0.179822914
469	0.179756469
470	0.1797176195
471	0.1796647377
472	0.1795718795
473	0.179466275
474	0.1793794179
475	0.1792762934
476	0.1791952766
477	0.1790675443
478	0.1789702602
479	0.1788993346
480	0.1788304949
481	0.1787104653
482	0.1786689552
483	0.1785958271
484	0.178544961
485	0.1784259148
486	0.1783810385
487	0.1783426356
488	0.1782828311
489	0.1781582659
490	0.1780831011
491	0.1779888468
492	0.1777988762
493	0.1777566013
494	0.1777174499
495	0.1776504345
496	0.1776083441
497	0.1775394993
498	0.1775044752
499	0.177472408
500	0.1773621493
501	0.1772248667
502	0.1771734056
503	0.1771182196
504	0.1770149925
505	0.1769711714
506	0.1768630756
507	0.1767141857
508	0.1765752905
509	0.176543718
510	0.1764080728
511	0.1763000541
512	0.1762513624
513	0.1761216814
514	0.1760045296
515	0.1759586263
516	0.1758557135
517	0.175713084
518	0.1755966931
519	0.1754586144
520	0.1753732641
521	0.1752775825
522	0.1752199855
523	0.1751588031
524	0.175104672
525	0.1749971733
526	0.1749481629
527	0.1748979386
528	0.1747792163
529	0.1746787565
530	0.174590121
531	0.1745631962
532	0.1745232911
533	0.1744584858
534	0.1743741397
535	0.1743378044
536	0.1742845323
537	0.1742342136
538	0.1741319469
539	0.17398225
540	0.1738770076
541	0.1737824477
542	0.1736114692
543	0.1735794749
544	0.1734559075
545	0.1733568488
546	0.1732440653
547	0.1731517784
548	0.1730356812
549	0.172974593
550	0.1728693831
551	0.1727418666
552	0.1726898265
553	0.1726046489
554	0.1725226459
555	0.1724423994
556	0.1723748476
557	0.1722716386
558	0.172169352
559	0.1720792784
560	0.172050983
561	0.1719818056
562	0.1718690979
563	0.1718274399
564	0.1717736107
565	0.1717169206
566	0.171687108
567	0.1716233547
568	0.1715430107
569	0.1714963043
570	0.1714358246
571	0.1713630446
572	0.171276801
573	0.1711914124
574	0.1710670349
575	0.1710428426
576	0.1709732562
577	0.17092363
578	0.170812401
579	0.1707712648
580	0.1707104146
581	0.1706166309
582	0.1705739391
583	0.1705189162
584	0.1704683312
585	0.1704283127
586	0.1703946597
587	0.1703236669
588	0.1702392821
589	0.1701549723
590	0.1700567266
591	0.1700089141
592	0.1699842953
593	0.1698916943
594	0.169839012
595	0.1698207818
596	0.1697834919
597	0.1697247477
598	0.1696900504
599	0.1696676365
600	0.1696367001
601	0.169603562
602	0.1695393474
603	0.169512026
604	0.1694550046
605	0.1693993374
606	0.1693469128
607	0.1692907666
608	0.1692100308
609	0.1691277151
610	0.1690372295
611	0.1688695202
612	0.1687953325
613	0.1687530601
614	0.1686759797
615	0.1686586444
616	0.1685878815
617	0.1685555944
618	0.1684964198
619	0.1684286409
620	0.1683862762
621	0.1683570914
622	0.1682866356
623	0.1682065104
624	0.168124258
625	0.1680313055
626	0.1679749877
627	0.1678604457
628	0.1678038405
629	0.1677292365
630	0.167597842
631	0.1674989988
632	0.1674114508
633	0.1673200971
634	0.1672413845
635	0.1671543397
636	0.1670609068
637	0.1670277425
638	0.1669679777
639	0.1668896532
640	0.1668244551
641	0.1667723264
642	0.1667018302
643	0.1666280112
644	0.1665638889
645	0.1665060472
646	0.1664072455
647	0.1663836001
648	0.1663199448
649	0.1662258261
650	0.166165734
651	0.1661194481
652	0.1660548114
653	0.1659819808
654	0.1659131523
655	0.1659042708
656	0.1658427836
657	0.1657860745
658	0.1657480666
659	0.1656715024
660	0.1656454996
661	0.1655734001
662	0.1655578099
663	0.1655137821
664	0.1654891166
665	0.1654450077
666	0.165379815
667	0.1652709038
668	0.1652375883
669	0.1651315718
670	0.165093252
671	0.1650262589
672	0.1649261124
673	0.1648485685
674	0.1647586455
675	0.1646936771
676	0.1646651836
677	0.164595759
678	0.1645403807
679	0.1644986741
680	0.1644429528
681	0.1643754074
682	0.1642731526
683	0.1642317679
684	0.1641550514
685	0.1640783469
686	0.1640430962
687	0.1639633324
688	0.16391052
689	0.1638400097
690	0.163777571
691	0.1636988243
692	0.1636573398
693	0.1636268138
694	0.1635505912
695	0.1635053562
696	0.1634383988
697	0.1633684371
698	0.1633266124
699	0.1632783149
700	0.1632298006
701	0.1631600608
702	0.1630717857
703	0.1630078192
704	0.1629428531
705	0.1628891016
706	0.162760938
707	0.1627156972
708	0.1626664788
709	0.1626166125
710	0.1625677949
711	0.1625275896
712	0.1624913282
713	0.1624508164
714	0.1623993672
715	0.1623347381
716	0.162232681
717	0.1621810761
718	0.1621322368
719	0.1620904123
720	0.1620684867
721	0.162001554
722	0.1619492232
723	0.1618905325
724	0.1618176341
725	0.1617877146
726	0.1616864448
727	0.1615932078
728	0.1615352765
729	0.1614864403
730	0.1614487482
731	0.1614004124
732	0.161343894
733	0.1612737546
734	0.1611955064
735	0.1611158529
736	0.1610766762
737	0.1609434593
738	0.1608820685
739	0.1608175161
740	0.1607321505
741	0.1606869907
742	0.1606352281
743	0.1605731665
744	0.1604958991
745	0.1604063939
746	0.1603711918
747	0.1603279832
748	0.1602600485
749	0.160145447
750	0.1601041872
751	0.1600453008
752	0.1600100024
753	0.1599787102
754	0.159918186
755	0.1598118598
756	0.1597550158
757	0.1596828887
758	0.1596321608
759	0.1595989825
760	0.1595298934
761	0.1594528853
762	0.1593838423
763	0.1593215453
764	0.1592423065
765	0.1591414948
766	0.1590831184
767	0.1590532668
768	0.1590289299
769	0.1589125049
770	0.1588512162
771	0.1587840695
772	0.1587043201
773	0.1586442574
774	0.1585885348
775	0.1585427181
776	0.158440761
777	0.1583639402
778	0.1583044364
779	0.1582412569
780	0.1581859989
781	0.158128506
782	0.1580873255
783	0.1580085579
784	0.1579798144
785	0.1579188504
786	0.1578423002
787	0.1577857961
788	0.1577343405
789	0.157696847
790	0.15763216
791	0.1575546568
792	0.1575294208
793	0.1575076238
794	0.1574238987
795	0.1573359487
796	0.1572365863
797	0.1571886008
798	0.1571273631
799	0.1570477084
800	0.1569815374
801	0.1569227467
802	0.1568952287
803	0.1568458289
804	0.1567763135
805	0.156687165
806	0.1566532142
807	0.1566150882
808	0.1565261135
809	0.1564588592
810	0.1563780795
811	0.156316305
812	0.1562421758
813	0.1561856597
814	0.1561070556
815	0.1560295467
816	0.1559329942
817	0.1559051615
818	0.1558250699
819	0.1557684334
820	0.1557217552
821	0.1556249566
822	0.1555499318
823	0.1555224361
824	0.1554617325
825	0.155395845
826	0.1553463759
827	0.1552729285
828	0.1551997751
829	0.155121901
830	0.1550660269
831	0.1549858727
832	0.1549535037
833	0.1548870924
834	0.1548412734
835	0.1548003481
836	0.1547798604
837	0.1546915175
838	0.1546170647
839	0.1545639473
840	0.1544677426
841	0.1544398305
842	0.1543873509
843	0.1543369713
844	0.1542583262
845	0.1541872873
846	0.1541280169
847	0.154038868
848	0.1540055277
849	0.1539782861
850	0.1539111677
851	0.1538609007
852	0.1538226586
853	0.1537532886
854	0.1537336477
855	0.1536734508
856	0.153614069
857	0.1535514817
858	0.1534782951
859	0.1534424684
860	0.1533687579
861	0.1533029674
862	0.1532429325
863	0.1531649987
864	0.153142928
865	0.1530718584
866	0.1530118672
867	0.1529864237
868	0.1529216585
869	0.1528691957
870	0.1527872156
871	0.1527193078
872	0.1526594241
873	0.1525904543
874	0.1525470128
875	0.152493414
876	0.1524692925
877	0.1523834241
878	0.1523379503
879	0.1522847525
880	0.1522294039
881	0.1521499017
882	0.1520888743
883	0.1520410832
884	0.1520172354
885	0.1519797992
886	0.1519412896
887	0.1518945544
888	0.1518735264
889	0.1517960695
890	0.1517655664
891	0.1517144562
892	0.1516600381
893	0.1516248199
894	0.1515493238
895	0.1514844326
896	0.1514366316
897	0.1514164256
898	0.1513929108
899	0.1513500824
900	0.1512796998
901	0.1512047431
902	0.1511333758
903	0.1510884246
904	0.151048756
905	0.1509993053
906	0.1509473848
907	0.1509016442
908	0.1508483561
909	0.1507957073
910	0.1507723633
911	0.1507086505
912	0.1506434659
913	0.1506313833
914	0.1506091894
915	0.1505714571
916	0.1505333749
917	0.1504854573
918	0.1504026482
919	0.1503787001
920	0.1503725967
921	0.1503411254
922	0.1503073093
923	0.1502597832
924	0.1502390627
925	0.1501660975
926	0.1500938849
927	0.1500259814
928	0.1499851709
929	0.1499406809
930	0.149868779
931	0.1497087965
932	0.1496540902
933	0.149586611
934	0.1495278906
935	0.1495087296
936	0.1494072959
937	0.1493552349
938	0.1492516821
939	0.14921905
940	0.1491643063
941	0.1491096
942	0.1490774331
943	0.1490018341
944	0.1489817075
945	0.1489319003
946	0.1489169758
947	0.1488394338
948	0.1487776011
949	0.1487012454
950	0.1486329444
951	0.14856584
952	0.1485295776
953	0.1485078832
954	0.1484631939
955	0.1484202063
956	0.1483587769
957	0.1482901205
958	0.1482184744
959	0.1481652189
960	0.1481372221
961	0.1480803592
962	0.1480295157
963	0.1479847932
964	0.1479242136
965	0.1478803953
966	0.1478270879
967	0.1477667285
968	0.1476704954
969	0.1476243355
970	0.1475690091
971	0.1475272847
972	0.1474709868
973	0.1474260242
974	0.1473836209
975	0.1473355144
976	0.1472917068
977	0.1472506471
978	0.1471848672
979	0.1471419757
980	0.1470783148
981	0.1470052889
982	0.1469737027
983	0.146926959
984	0.1468499805
985	0.1467998631
986	0.1467537231
987	0.1467057813
988	0.146664694
989	0.1465880231
990	0.1464952044
991	0.1464484551
992	0.146413564
993	0.1463862316
994	0.1463458929
995	0.1463279516
996	0.1462958478
997	0.146254534
998	0.1462242719
999	0.1461784951
